base_lapse_strat,-11,"base state lapse rate (dT/d(lnP)) in the 
stratosphere; approximate to US standard 
atmosphere -12K; real-data cases only",single entry
use_baseparm_fr_nml,.false.,"set to =.true. for backward compatibility; 
to use with wrfinput files produced prior to 
V3.4",single entry
use_input_w,.false.,"set to =.true. to use vertical velocity from 
the input file",single entry
khdif,0,horizontal diffusion constant (m2/s),max_dom
kvdif,0,vertical diffusion constant (m2/s),max_dom
smdiv,0.1,divergence damping; 0.1 is typical,max_dom
emdiv,0.01,"external-mode filter coef for mass 
coordinate model; 0.01 is typical for 
real-data cases",max_dom
epssm,0.1,"time off-centering (slightly forward) for 
vertical pressure gradient (or sound waves)
in an effort to damp 3-d divergence; set
no greater than 0.5",max_dom
non-hydrostatic,.true.,"model is run in non-hydrostatic mode; 
set to .false. to run in hydrostatic mode",max_dom
pert_coriolis,.false.,"set to =.true. to have coriolis only act on 
wind perturbation; only for idealized cases",max_dom
top_lid,.false.,"set to =.true. for zero vertical motion at the
top of domain; only for idealized cases",max_dom
mix_full_fields,.false.,"used with diff_opt=2; recommended
setting is .true. except for highly-idealized
numerical tests; damp_opt must not =1;
a setting of .false. subtracts 1D base-state
profile before mixing",max_dom
mix_isotropic,0,"if =0 : anistropic vertical/horizontal diffusion

=1 : isotropic; only works with km_opt=2, 3",max_dom
mix_upper_bound,0.1,"non-dimensional upper limit for diffusion 
coefficients; only works with km_opt=2, 3",max_dom
h_mom_adv_order,5,"horizontal momentum advection order; 
5=5th, etc.",max_dom
v_mom_adv_order,3,"vertical momentum advection order; 
3=3rd, etc.",max_dom
h_sca_adv_order,5,"horizontal scalar advection order; 5=5th, etc.",max_dom
v_sca_adv_order,3,"vertical scalar advection order; 3=3rd, etc.",max_dom
time_step_sound,0,"number of sound steps per timestep; 
if using a time_step much larger than 
6xDX (in km), increase number of 
sound steps",max_dom
moist_adv_opt,1,"advection option for moisture;

=0 : simple

=1 : positive-definite

=2 : monotonic

=3 : 5th-order WENO (Weighted
Essentially Non-Oscillatory)

=4 : 5th-order WENO with positive
definite",max_dom
scalar_adv_opt,1,"advection option for scalars;

=0 : simple

=1 : positive-definite

=2 : monotonic

=3 : 5th-order WENO (Weighted
Essentially Non-Oscillatory)

=4 : 5th-order WENO with positive
definite",max_dom
tke_adv_opt,1,"advection option for TKE;

=0 : simple

=1 : positive-definite

=2 : monotonic

=3 : 5th-order WENO (Weighted
Essentially Non-Oscillatory)

=4 : 5th-order WENO with positive
definite",max_dom
phi_adv_z,1,"vertical advection option for geopotential;

=1 : original

=2 : avoid double staggering of omega",max_dom
chem_adv_opt,1,"advection option for variables;

=0 : simple

=1 : positive-definite

=2 : monotonic

=3 : 5th-order WENO (Weighted
Essentially Non-Oscillatory)

=4 : 5th-order WENO with positive
definite",max_dom
tracer_adv_opt,1,"advection option for tracer variables;

=0 : simple

=1 : positive-definite

=2 : monotonic

=3 : 5th-order WENO (Weighted
Essentially Non-Oscillatory)

=4 : 5th-order WENO with positive
definite",max_dom
momentum_adv_opt,1,"advection option for momentum;

=1 : standard

=3 : 5th-order WENO (Weighted 
Essentially Non-Oscillatory)",max_dom
tke_drag_coefficient,0,"surface drag coefficient (Cd, dimensionless);
only works with diff_opt=2",max_dom
tke_heat_flux,0,"surface thermal flux (H/rho x cp); (K ms-1); 
only work with diff_opt=2",max_dom
fft_filter_lat,91,"the latitude (in degrees) above which the 
polar filter is turned on for a global model
simulation; -45 is a reasonable latitude 
to start using polar filters",single entry
coupled_filtering,.true.,"a setting of =.true. means mu coupled 
scalar arrays are run through the polar filters",single entry
pos_def,.false.,"set to =.true. to remove negative values of 
scalar arrays by setting minimum value to 
zero",single entry
swap_pole_with_next_j,.false.,"set to =.true. to replace the entire 
j=1 (jds-1) with the values from j=2 (jds-2)",single entry
actual_distance_average,.false.,"set to =.true. to average the field at each 
i location in the j-loop with a number of 
grid points based on a map-factor ratio",single entry
gwd_opt,0,"gravity wave drag option; can be used for 
all grid sizes with appropriate input fields 
from geogrid;

=0 : off

=1 : gravity wave drag and blocking

=3 : gravity wave drag, blocking, 
small-scale gravity drag and turbulent 
orographic form drag",max_dom
do_avgflx_em,0,"set to =1 to output time-averaged 
mass-coupled advective velocities",max_dom
do_avgflx_cugd,0,"set to =1 to output time-averaged 
convective mass-fluxes from the 
Grell-Devenyi ensemble scheme; only works
when do_avgflx_em =1 and cu_physics=93",max_dom
sfs_opt,0,"nonlinear backscatter and anisotrophy 
(NBA);

=0 : off

=1 : NBA, using diagnostic stress terms; 
only works with km_opt=2,3 for scalars

=2 : NBA, using TKE-based stress terms;
only works with km_opt=2,3",max_dom
m_opt,0,"set to =1 to add output of Mij stress terms
when NBA is not used",max_dom
tracer_opt,0,"set to =2 to activate eight pre-defined
tracers (found in the Registry file)",max_dom
rad_nudge,0,"set to =1 to turn on nudging toward initial
sounding in the TC idealized case",single entry
